"","cieloDespejado","multinube","nube"
"1",0.00752946129068732,0.279600441455841,0.77984881401062
"2",0.0645824745297432,0.146112591028214,0.667525291442871
"3",0.101397439837456,0.125100031495094,0.638586163520813
"4",0.217344045639038,0.0939470380544662,0.582076728343964
"5",0.136824756860733,0.112469896674156,0.617569029331207
"6",0.24914462864399,0.0885399430990219,0.570735335350037
"7",0.0369159318506718,0.175033077597618,0.70057338476181
"8",0.0918537527322769,0.129626899957657,0.645013034343719
"9",0.0443314351141453,0.165000036358833,0.69015496969223
"10",0.167173951864243,0.103905558586121,0.603258788585663
"11",0.0362628735601902,0.176253065466881,0.701523959636688
"12",0.0164019018411636,0.224080860614777,0.743665039539337
"13",0.0181645676493645,0.217742457985878,0.738439798355103
"14",0.0227760840207338,0.202868580818176,0.72690349817276
"15",0.082920528948307,0.134211972355843,0.651746928691864
"16",0.59061461687088,0.054529994726181,0.473296970129013
"17",0.105315990746021,0.123507715761662,0.636081457138062
"18",0.166292786598206,0.104396417737007,0.603387594223022
"19",0.0185999535024166,0.214768439531326,0.737383902072906
"20",0.0121282795444131,0.244093105196953,0.758060395717621
"21",0.00916258990764618,0.265199482440948,0.770701467990875
"22",0.00890799425542355,0.267302960157394,0.771958112716675
"23",0.00844082795083523,0.271469086408615,0.774276196956635
"24",0.0102910744026303,0.256848692893982,0.765581846237183
"25",0.0262562017887831,0.19425305724144,0.719077169895172
"26",0.0548902302980423,0.154218405485153,0.677481114864349
"27",0.011745834723115,0.246689096093178,0.759224414825439
"28",0.69232451915741,0.0468966588377953,0.444005846977234
"29",0.0115996412932873,0.247601762413979,0.759657621383667
"30",0.0113508896902204,0.24900871515274,0.760710775852203
"31",0.201869368553162,0.0969062969088554,0.587940633296967
"32",0.0234867911785841,0.201766580343246,0.725033044815063
"33",0.127323791384697,0.115193746984005,0.622866809368134
"34",0.323796212673187,0.078398197889328,0.54691469669342
"35",0.566449284553528,0.0562535040080547,0.48036789894104
"36",0.043548222631216,0.165923535823822,0.69130665063858
"37",0.1249720454216,0.116193749010563,0.62405127286911
"38",0.0268117189407349,0.193890392780304,0.71783584356308
"39",0.50253814458847,0.0614992529153824,0.496694892644882
"40",0.339862257242203,0.0768836066126823,0.541553437709808
"41",0.279973685741425,0.084343858063221,0.559951424598694
"42",0.180514261126518,0.101227879524231,0.596914172172546
"43",0.0412649214267731,0.169192522764206,0.694104492664337
"44",0.0428603701293468,0.166898787021637,0.69212144613266
"45",0.0154829118400812,0.228459700942039,0.746247529983521
"46",0.429332435131073,0.0676808208227158,0.516844868659973
"47",0.0876602157950401,0.131783843040466,0.648006796836853
