"";"pred";"obs"
"1";0,880843579769135;0,965565090453235
"2";0,410886615514755;0,389278807097703
"3";0,0937273427844048;0,088249120622183
"4";0,330072313547134;0,219382600484122
"5";0,118956446647644;0,0818573944024973
"6";0,0798129811882973;0,0828883179863176
"7";0,423293679952621;0,510927789988495
"8";0,349091619253159;0,322681143582913
"9";0,402032971382141;0,440618801571952
"10";0,268684387207031;0,257114403651944
"11";0,510062277317047;0,672576607931514
"12";0,259214252233505;0,296908053987406
"13";0,0716192722320557;0,110517070032701
"14";0,216335326433182;0,228867097455268
"15";0,258653223514557;0,11299128663387
"16";0,428439944982529;0,304330703790912
"17";0,189473956823349;0,145156102449062
"18";0,431458443403244;0,359588207883679
"19";0,120354361832142;0,315464678496171
"20";0,213373765349388;0,215052721432077
"21";0,56558233499527;0,503505140184989
"22";0,980142116546631;1
"23";0,209550708532333;0,174434332229558
"24";0,45132178068161;0,295464760970058
"25";0,668419361114502;0,864740763955613
"26";0,353011280298233;0,210516657663267
"27";0,480813056230545;1
"28";0,648987531661987;0,685978614521177
"29";0,610796511173248;0,638349944948681
"30";0,439855813980103;0,696906404509672
"31";0,173096463084221;0,212578504830908
"32";0,278481215238571;0,0577337825411029
"33";0,459597587585449;0,467216630034515
"34";0,0790259912610054;0,120413936437376
"35";0,118912577629089;0,113609840784162
"36";0,255337506532669;0,0309297693617758
"37";0,318525373935699;0,242475288761696
"38";0,613136231899261;0,56206159974598
"39";0,335924357175827;0,182887905616884
"40";0,297915309667587;0,355670698265162
"41";0,212225899100304;0,345361462426959
"42";0,675362944602966;0,752576278035967
"43";0,366252809762955;0,288660665316844
"44";0,244663596153259;0,223918664252931
"45";0,817629218101501;0,987214485713461
"46";0,54137921333313;0,45319606929456
"47";0,175371959805489;0,278351429478641
"48";0,298117429018021;0,690720863006751
"49";0,263511389493942;0,201032160692121
"50";0,534401774406433;0,5315462616649
"51";0,167065605521202;0,171341561478097
"52";0,194777607917786;0,249691753848438
"53";0,931746244430542;1
"54";0,541128933429718;0,502680401317933
"55";0,448109000921249;0,416701374427322
"56";0,37643563747406;0,219382600484122
"57";0,941791176795959;1
"58";0,392624586820602;0,476288757572134
"59";0,374102234840393;0,520412286959641
"60";0,185725808143616;0,320619296415273
"61";0,175141617655754;0,166186943558996
"62";0,226238429546356;0,153815860553152
"63";0,366146981716156;0,191547663720974
"64";0,293923199176788;0,267836008923675
"65";0,245000675320625;0,279176168345698
"66";0,490698039531708;0,587628504624723
"67";0,401285022497177;0,518556624508765
"68";0,315637826919556;0,32556772961761
"69";0,535236835479736;0,487216547560629
"70";0,246268510818481;0,196289912206548
"71";0,185840725898743;0,231341314056437
"72";0,551563799381256;0,586803765757667
"73";0,421588748693466;0,364330456369252
"74";0,137411549687386;0,152991121686096
"75";0,117437340319157;0,126187108506769
"76";0,115180499851704;0,109898515882409
"77";0,129640892148018;0,179176580715131
"78";0,252877861261368;0,267836008923675
"79";0,552679300308228;0,311959538311182
"80";0,225961595773697;0,235258823674954
"81";0,666973352432251;0,774225673296193
"82";0,253276586532593;0,390309730681523
"83";0,459720402956009;0,449278559676043
"84";0,13300696015358;0,121032490587668
"85";0,123896181583405;0,111135624182993
"86";0,412956476211548;0,374021138057163
"87";0,961473286151886;1
"88";0,426382511854172;0,442268279306065
"89";0,327720493078232;0,382062342010961
"90";0,621457993984222;0,793813221388778
"91";0,146081745624542;0,139795299813197
"92";0,205290094017982;0,452783699861032
"93";0,195229962468147;0,109073777015353
"94";0,510473489761353;0,709277487515515
"95";0,0986428782343864;0,125362369639713
"96";0,433305352926254;0,508453573387326
"97";0,970432877540588;1
"98";0,750578820705414;0,662061187376547
"99";0,312138855457306;0,348248048461656
"100";0,462968021631241;1
"101";0,179214388132095;0,219588785200886
"102";0,251886129379272;0,263093760438101
"103";0,591531991958618;0,535669956000181
"104";0,189773216843605;0,16082614092313
"105";0,414083957672119;0,391959208415635
"106";0,433754444122314;0,40082515123649
"107";0,380100339651108;0,2447433206461
"108";0,089873343706131;0,188248708252749
"109";0,295123547315598;0,311547168877654
"110";0,500789821147919;0,457938317780133
"111";0,4872927069664;0,662267372093311
"112";0,237768933176994;0,294021467952709
"113";0,307594835758209;0,264124684021922
"114";0,584750473499298;0,522061764693754
"115";0,560456156730652;0,486804178127101
"116";0,449057340621948;0,40185607482031
"117";0,621228396892548;0,425361132531412
"118";0,171158075332642;0,189485816553334
"119";0,60011488199234;0,5447420835378
"120";0,861865282058716;0,723504232972235
"121";0,213220834732056;0,245155690079629
"122";0,293726533651352;0,291341066634777
"123";0,326569557189941;0,283712232114507
"124";0,0829582512378693;0,095671770425689
"125";0,856652140617371;0,732370175793089
"126";0,249619364738464;0,302887410773564
"127";0,361134707927704;0,336495519606105
"128";0,65671980381012;0,564742001063913
"129";0,3936488032341;0,300413194172395
"130";0,291071027517319;0,359588207883679
"131";0,528608679771423;0,43340233648521
"132";0,118225187063217;0,117733535119443
"133";0,12294889241457;0,0804141013851489
"134";0,32481250166893;0,237526855559359
"135";0,304206728935242;0,408247801039996
"136";0,467120140790939;0,108249038148296
"137";0,48117071390152;0,656700384740681
"138";0,321070969104767;0,313815200762059
"139";0,199001178145409;0,257939142519
"140";0,45587095618248;0,325980099051138
"141";0,495252847671509;0,3474233095946
"142";0,0640722364187241;0,0507235021711251
"143";0,607976377010345;0,615875810821399
"144";0,349287509918213;0,495670120947955
"145";0,573722422122955;0,862472732071208
"146";0,405108273029327;0,673607531515334
"147";0,187857076525688;0,0824759485527895
"148";0,417881846427917;0,234227900091134
"149";0,510428369045258;0,416701374427322
"150";0,56793224811554;0,88597778978231
"151";0,473820954561234;0,380619048993612
"152";0,213769733905792;0,173609593362502
"153";0,531529366970062;0,496288675098247
"154";0,426574558019638;0,310103875860306
"155";0,212550446391106;0,235877377825246
"156";0,73269784450531;0,592783122543825
"157";0,304339110851288;0,292990544368889
"158";0,268728017807007;0,146805580183174
"159";0,271724820137024;0,267423639490146
"160";0,46646723151207;0,374433507490691
"161";0,192444741725922;0,224124848969695
"162";0,349162638187408;0,48371140737564
"163";0,334107458591461;0,393608686149748
"164";0,354673504829407;0,263712314588393
"165";0,591272830963135;0,461443457965122
"166";0,238322228193283;0,277320505894821
"167";0,366752088069916;0,283299862680979
"168";0,201132237911224;0,227629989154684
"169";0,406236916780472;0,390103545964759
"170";0,335994839668274;0,299588455305339
"171";0,475950688123703;0,450515667976627
"172";0,144407093524933;0,223093925385875
"173";0,190984696149826;0,278351429478641
"174";0,391897529363632;0,252578339883134
"175";0,188811913132668;0,199588867674772
"176";0,30618804693222;0,287629741733024
"177";0,243808850646019;0,294021467952709
"178";0,316589415073395;0,391340654265343
"179";0,712437093257904;1
"180";0,966430246829987;1
"181";0,908242225646973;1
"182";0,307494223117828;0,262062836854281
"183";0,148741573095322;0,117939719836207
"184";0,468436628580093;0,136702529061736
"185";0,328102976083755;0,358351099583095
"186";0,264613837003708;0,207011517478278
"187";0,2387934923172;0,398557119352085
"188";0,668682754039764;0,765772099908866
"189";0,441342890262604;0,233609345940841
"190";0,3477463722229;0,341031583374914
"191";0,316377758979797;0,164537465824883
"192";0,702280402183533;1
"193";0,759653151035309;0,727421742590752
"194";0,604540944099426;1
"195";0,401648700237274;0,262887575721337
"196";0,260305315256119;0,172991039212209
"197";0,459446966648102;0,829895546822487
"198";0,361536532640457;0,162475618657243
"199";0,173256382346153;0,183506459767176
"200";0,550735592842102;0,474845464554785
"201";0,619522154331207;0,817730648533408
"202";0,354644656181335;0,296289499837114
"203";0,21459536254406;0,152372567535804
"204";0,631929457187653;0,760617481989765
"205";0,384646624326706;0,453402254011324
"206";0,282534271478653;0,458763056647189
"207";0,314312994480133;0,422474546496715
"208";0,150039717555046;0,137527267928792
"209";0,278893738985062;0,326392468484666
"210";0,217316269874573;0,28742355701626
"211";0,41805899143219;0,43237141290139
"212";0,433363854885101;0,652164320971872
"213";0,94916695356369;1
"214";0,400762617588043;0,348866602611948
"215";0,443857371807098;0,554845134659239
"216";0,746845841407776;0,783916354984103
"217";0,433106571435928;0,411546756508221
"218";0,45392182469368;0,374021138057163
"219";0,494335681200027;0,520618471676405
"220";0,94213730096817;1
"221";0,219246357679367;0,292784359652125
"222";0,508887767791748;0,557113166543643
"223";0,655475497245789;0,434433260069031
"224";0,337311327457428;0,372165475606286
"225";0,380207687616348;0,252578339883134
"226";0,197993353009224;0,0950532162753968
"227";0,421084344387054;0,563917262196857
"228";0,965399503707886;0,856699560001814
"229";0,397940814495087;0,31031006057707
"230";0,346407026052475;0,437113661386963
"231";0,205065950751305;0,295258576253294
"232";0,16455851495266;0,222475371235583
"233";0,369311690330505;0,353196481663993
"234";0,184537321329117;0,305361627374732
"235";0,117794536054134;0,14453754829877
"236";0,137683436274529;0,114434579651218
"237";0,0979500934481621;0,155259153570501
"238";0,355139911174774;0,304124519074148
