"";"pred";"obs"
"1";0,89796370267868;0,965565090453235
"2";0,377240031957626;0,389278807097703
"3";0,157432436943054;0,088249120622183
"4";0,320813477039337;0,219382600484122
"5";0,19426429271698;0,0818573944024973
"6";0,138191640377045;0,0828883179863176
"7";0,377634197473526;0,510927789988495
"8";0,367403864860535;0,322681143582913
"9";0,481822103261948;0,440618801571952
"10";0,206832930445671;0,257114403651944
"11";0,449064493179321;0,672576607931514
"12";0,336750507354736;0,296908053987406
"13";0,102355040609837;0,110517070032701
"14";0,32472836971283;0,228867097455268
"15";0,21147957444191;0,11299128663387
"16";0,264961570501328;0,304330703790912
"17";0,19204369187355;0,145156102449062
"18";0,342524409294128;0,359588207883679
"19";0,215016975998878;0,315464678496171
"20";0,351134479045868;0,215052721432077
"21";0,557775676250458;0,503505140184989
"22";0,937154412269592;1
"23";0,220756500959396;0,174434332229558
"24";0,376767814159393;0,295464760970058
"25";0,585348188877106;0,864740763955613
"26";0,400848686695099;0,210516657663267
"27";0,50754725933075;1
"28";0,671373724937439;0,685978614521177
"29";0,650590837001801;0,638349944948681
"30";0,484734386205673;0,696906404509672
"31";0,177046537399292;0,212578504830908
"32";0,257469892501831;0,0577337825411029
"33";0,512429237365723;0,467216630034515
"34";0,137949243187904;0,120413936437376
"35";0,142176389694214;0,113609840784162
"36";0,286835998296738;0,0309297693617758
"37";0,330838143825531;0,242475288761696
"38";0,566487431526184;0,56206159974598
"39";0,342989951372147;0,182887905616884
"40";0,285663157701492;0,355670698265162
"41";0,176804214715958;0,345361462426959
"42";0,696419835090637;0,752576278035967
"43";0,311303824186325;0,288660665316844
"44";0,395378321409225;0,223918664252931
"45";0,764752686023712;0,987214485713461
"46";0,477169752120972;0,45319606929456
"47";0,212472900748253;0,278351429478641
"48";0,437249511480331;0,690720863006751
"49";0,193845391273499;0,201032160692121
"50";0,508695542812347;0,5315462616649
"51";0,190770268440247;0,171341561478097
"52";0,239621981978416;0,249691753848438
"53";0,899754881858826;1
"54";0,536771059036255;0,502680401317933
"55";0,416020303964615;0,416701374427322
"56";0,238869696855545;0,219382600484122
"57";0,944756627082825;1
"58";0,498405188322067;0,476288757572134
"59";0,43451127409935;0,520412286959641
"60";0,192415088415146;0,320619296415273
"61";0,303999274969101;0,166186943558996
"62";0,213429987430573;0,153815860553152
"63";0,297782272100449;0,191547663720974
"64";0,269488513469696;0,267836008923675
"65";0,213895440101624;0,279176168345698
"66";0,409669727087021;0,587628504624723
"67";0,484489858150482;0,518556624508765
"68";0,31152731180191;0,32556772961761
"69";0,460263311862946;0,487216547560629
"70";0,243997469544411;0,196289912206548
"71";0,11106351017952;0,231341314056437
"72";0,591139793395996;0,586803765757667
"73";0,385759919881821;0,364330456369252
"74";0,121738165616989;0,152991121686096
"75";0,22043114900589;0,126187108506769
"76";0,204820245504379;0,109898515882409
"77";0,193018198013306;0,179176580715131
"78";0,306864857673645;0,267836008923675
"79";0,558567821979523;0,311959538311182
"80";0,287701666355133;0,235258823674954
"81";0,692183792591095;0,774225673296193
"82";0,274547457695007;0,390309730681523
"83";0,445890456438065;0,449278559676043
"84";0,147714599967003;0,121032490587668
"85";0,166763037443161;0,111135624182993
"86";0,404972285032272;0,374021138057163
"87";0,926579892635345;1
"88";0,52325314283371;0,442268279306065
"89";0,427525043487549;0,382062342010961
"90";0,561652421951294;0,793813221388778
"91";0,208589240908623;0,139795299813197
"92";0,294937252998352;0,452783699861032
"93";0,232412487268448;0,109073777015353
"94";0,479375123977661;0,709277487515515
"95";0,188454180955887;0,125362369639713
"96";0,432677507400513;0,508453573387326
"97";0,961169421672821;1
